   BENCHMARK INFORMATION
benchmark definition:    /mnt/a/master/master/sv-comp_tools/cpa-bam-smg.xml
name:                    cpa-bam-smg
run sets:                valid-memsafety.valid-memsafety, no-overflow.no-overflow
date:                    Sun, 2025-04-13 11:06:19 EEST
tool:                    CPAchecker 2.0.1-svn-38892M
tool executable:         /usr/svcomp/tools/cpa-bam-smg/scripts/cpa.sh
options:                 -svcomp22-bam-smg -disable-java-assertions -heap 10000m -setprop counterexample.export.graphml=witness.graphml -setprop cpa.arg.proofWitness=witness.graphml -setprop termination.violation.witness=witness.graphml -setprop counterexample.export.compressWitness=false -setprop overflow.config=/usr/svcomp/svcomp25--overflow.properties
parallel runs:           16
resource limits:
- memory:                4000.0 MB
- time:                  120 s
- cpu cores:             1
hardware requirements:
- cpu cores:             1
- memory:                4000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    raltvein
os:                      Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.35
cpu:                     AMD Ryzen 9 7900X 12-Core Processor
- cores:                 16
- max frequency:         4691.081 MHz
ram:                     8330.231808 MB
------------------------------------------------------------



valid-memsafety.valid-memsafety
Run set 1 of 2 with options '-svcomp22-bam-smg -disable-java-assertions -heap 10000m -setprop counterexample.export.graphml=witness.graphml -setprop cpa.arg.proofWitness=witness.graphml -setprop termination.violation.witness=witness.graphml -setprop counterexample.export.compressWitness=false -setprop overflow.config=/usr/svcomp/svcomp25--overflow.properties' and propertyfile 'None'

inputfile                       status                       cpu time   wall time        host
---------------------------------------------------------------------------------------------
MicroHttpServer.yml             false(valid-deref)               7.95        9.51        None
MojoJson.yml                    ERROR                            3.45        3.68        None
NTSC-CRT.yml                    ERROR                            3.15        3.60        None
NanoNNG.yml                     ERROR                            3.36        3.61        None
NanoNNGFixed.yml                ERROR                            3.30        3.61        None
admesh.yml                      false(valid-deref)               3.50        3.96        None
admeshFixed.yml                 true                             3.52        3.70        None
asterisk.yml                    ERROR                            3.23        3.43        None
bzip3.yml                       ERROR                            3.41        3.63        None
bzip3Fixed.yml                  ERROR                            3.48        3.67        None
cups.yml                        ERROR                            3.27        3.58        None
dlt-daemon.yml                  ERROR                            3.19        3.38        None
editorconfig-core-c.yml         ERROR                            3.10        3.37        None
editorconfig-core-cFixed.yml    ERROR                            3.23        3.49        None
flatcc.yml                      false(valid-deref)               2.87        3.31        None
frr.yml                         ERROR                            3.29        3.93        None
frrFixed.yml                    ERROR                            3.32        3.54        None
gpac_1.yml                      ERROR                            3.23        3.55        None
gpac_10.yml                     false(valid-deref)             116.95      121.88        None
gpac_11.yml                     TIMEOUT                        121.96      126.28        None
gpac_12.yml                     false(valid-deref)               3.92        4.17        None
gpac_13.yml                     ERROR                            3.60        3.86        None
gpac_14.yml                     false(valid-deref)              64.33       67.39        None
gpac_16.yml                     ERROR                            3.21        3.44        None
gpac_16Fixed.yml                ERROR                            3.44        3.68        None
gpac_17.yml                     ERROR                            3.26        3.67        None
gpac_18.yml                     TIMEOUT                        121.94      127.28        None
gpac_19.yml                     ERROR                            3.23        3.45        None
gpac_1Fixed.yml                 ERROR                            3.41        3.73        None
gpac_3.yml                      ERROR                            3.40        3.72        None
gpac_5.yml                      ERROR                            3.05        4.47        None
gpac_5Fixed.yml                 ERROR                            3.03        3.54        None
gpac_6.yml                      false(valid-deref)              10.74       11.45        None
gpac_7.yml                      TIMEOUT                        122.39      127.01        None
gpac_8.yml                      ERROR                            3.25        3.39        None
gpac_9.yml                      false(valid-deref)               4.59        6.29        None
gps-sdr-sim.yml                 ERROR                            3.18        3.55        None
gss-ntlmssp.yml                 ERROR                            3.60        4.39        None
gss-ntlmsspFixed.yml            ERROR                            3.34        4.06        None
hyperkit_1.yml                  false(valid-deref)               6.62        8.64        None
hyperkit_1Fixed.yml             true                             4.06        4.46        None
jhead.yml                       ERROR                            3.20        4.57        None
jhead_1.yml                     ERROR                            3.46        3.86        None
jq.yml                          ERROR                            3.30        3.63        None
json-c.yml                      TIMEOUT                        122.59      127.11        None
json-parser.yml                 ERROR                            3.33        4.30        None
json-parserFixed.yml            ERROR                            3.16        3.87        None
kilo.yml                        ERROR                            3.35        3.95        None
krb5.yml                        ERROR                            4.75        5.02        None
krb5Fixed.yml                   ERROR                            4.56        5.00        None
libeconf.yml                    true                             3.11        4.17        None
liblouis.yml                    ERROR                            3.44        3.80        None
libming_1.yml                   ERROR                            3.07        3.52        None
libpe.yml                       ERROR                            2.99        3.29        None
libredwg.yml                    ERROR                            3.79        4.43        None
libredwg_1.yml                  ERROR                            2.91        3.23        None
libredwg_1Fixed.yml             ERROR                            3.30        3.56        None
memcached.yml                   ERROR                            2.98        3.26        None
minizip-ng.yml                  ERROR                            3.00        3.46        None
minizip-ngFixed.yml             ERROR                            3.25        3.49        None
minizip-ng_1.yml                ERROR                            3.32        3.44        None
minizip-ng_1Fixed.yml           ERROR                            3.13        3.28        None
mongoose.yml                    ERROR                            3.20        3.34        None
mongooseFixed.yml               ERROR                            3.07        3.18        None
mongoose_1.yml                  true                             2.84        2.94        None
moonlight-common-c.yml          ERROR                            3.25        3.39        None
nanopb.yml                      ERROR                            3.29        3.43        None
netatalk.yml                    ERROR                            3.18        3.33        None
netatalkFixed.yml               ERROR                            3.16        3.31        None
netconsd.yml                    ERROR                            3.16        3.27        None
openNDS_1.yml                   ERROR                            3.30        3.42        None
openNDS_1Fixed.yml              ERROR                            3.16        3.29        None
openSC.yml                      ERROR                            3.43        3.58        None
openSCFixed.yml                 ERROR                            3.60        3.75        None
openrazer.yml                   ERROR                            3.03        3.17        None
openrazerFixed.yml              ERROR                            3.43        3.56        None
pacparser.yml                   ERROR                            3.05        3.18        None
pacparserFixed.yml              ERROR                            3.61        3.76        None
picotcp.yml                     false(valid-free)               10.72       11.46        None
picotcpFixed.yml                false(valid-free)                9.15        9.51        None
pjproject.yml                   ERROR                            3.56        3.71        None
plutovg.yml                     ERROR                            3.26        3.38        None
ppp.yml                         ERROR                            3.28        3.40        None
radare2.yml                     ERROR                            3.37        3.51        None
radare2Fixed.yml                ERROR                            4.11        4.28        None
radare2_1.yml                   ERROR                            3.26        3.40        None
radare2_1Fixed.yml              ERROR                            3.23        3.36        None
radare2_2.yml                   ERROR                            3.40        3.55        None
radare2_2Fixed.yml              ERROR                            3.15        3.31        None
rizin.yml                       ERROR                            3.24        3.37        None
smartdns.yml                    ERROR                            4.66        4.87        None
sniproxy.yml                    ERROR                            3.10        3.22        None
sniproxyFixed.yml               ERROR                            3.32        3.44        None
