   BENCHMARK INFORMATION
benchmark definition:    /mnt/a/master/master/sv-comp_tools/utaipan.xml
name:                    utaipan
run sets:                valid-memsafety.valid-memsafety, no-overflow.no-overflow
date:                    Sun, 2025-04-06 19:57:09 EEST
tool:                    ULTIMATE Taipan 0.3.0-d790fecc
tool executable:         /usr/svcomp/tools/UAutomizer-linux/Ultimate.py
options:                 --full-output
parallel runs:           16
resource limits:
- memory:                4000.0 MB
- time:                  120 s
- cpu cores:             1
hardware requirements:
- cpu cores:             1
- memory:                4000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    raltvein
os:                      Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.35
cpu:                     AMD Ryzen 9 7900X 12-Core Processor
- cores:                 16
- max frequency:         4691.086 MHz
ram:                     8330.231808 MB
------------------------------------------------------------



valid-memsafety.valid-memsafety
Run set 1 of 2 with options '--full-output' and propertyfile 'None'

inputfile                       status                       cpu time   wall time        host
---------------------------------------------------------------------------------------------
MicroHttpServer.yml             TIMEOUT                        120.90      135.32        None
MojoJson.yml                    TIMEOUT                        120.90      134.46        None
NTSC-CRT.yml                    true                            13.77       17.31        None
NanoNNG.yml                     TIMEOUT                        120.98      133.94        None
NanoNNGFixed.yml                TIMEOUT                        120.94      134.04        None
admesh.yml                      TIMEOUT                        120.99      133.92        None
admeshFixed.yml                 TIMEOUT                        120.99      133.91        None
asterisk.yml                    unknown                         18.73       21.66        None
bzip3.yml                       TIMEOUT                        120.91      136.84        None
bzip3Fixed.yml                  TIMEOUT                        120.75      136.45        None
cups.yml                        TIMEOUT                        120.85      136.29        None
dlt-daemon.yml                  unknown                         16.49       19.57        None
editorconfig-core-c.yml         unknown                         36.57       44.54        None
editorconfig-core-cFixed.yml    unknown                         50.15       59.64        None
flatcc.yml                      unknown                         19.92       24.86        None
frr.yml                         TIMEOUT                        120.93      134.37        None
frrFixed.yml                    TIMEOUT                        120.94      134.61        None
gpac_1.yml                      TIMEOUT                        120.92      134.96        None
gpac_10.yml                     false(valid-deref)              11.54       12.94        None
gpac_11.yml                     TIMEOUT                        120.93      134.78        None
gpac_12.yml                     TIMEOUT                        120.93      133.81        None
gpac_13.yml                     TIMEOUT                        120.93      134.27        None
gpac_14.yml                     TIMEOUT                        120.89      135.07        None
gpac_16.yml                     false(valid-deref)              19.06       21.88        None
gpac_16Fixed.yml                TIMEOUT                        120.93      133.85        None
gpac_17.yml                     TIMEOUT                        120.93      134.23        None
gpac_18.yml                     false(valid-deref)              19.62       22.59        None
gpac_19.yml                     TIMEOUT                        120.93      133.92        None
gpac_1Fixed.yml                 TIMEOUT                        120.93      134.15        None
gpac_3.yml                      TIMEOUT                        120.93      133.92        None
gpac_5.yml                      false(valid-deref)               5.75        6.62        None
gpac_5Fixed.yml                 true                             6.78        7.58        None
gpac_6.yml                      TIMEOUT                        120.94      134.98        None
gpac_7.yml                      true                            11.10       12.48        None
