   BENCHMARK INFORMATION
benchmark definition:    /mnt/a/master/master/sv-comp_tools/cbmc.xml
name:                    cbmc
run sets:                valid-memsafety.valid-memsafety, no-overflow.no-overflow
date:                    Sun, 2025-04-20 10:55:40 EEST
tool:                    CBMC 5.70.0 (cbmc-5.70.0-121-g4f69955d00)
tool executable:         /usr/svcomp/tools/cbmc/cbmc
options:                 --graphml-witness witness.graphml
parallel runs:           16
resource limits:
- memory:                4000.0 MB
- time:                  120 s
- cpu cores:             1
hardware requirements:
- cpu cores:             1
- memory:                4000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    raltvein
os:                      Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.35
cpu:                     AMD Ryzen 9 7900X 12-Core Processor
- cores:                 16
- max frequency:         4691.107 MHz
ram:                     8330.231808 MB
------------------------------------------------------------



valid-memsafety.valid-memsafety
Run set 1 of 2 with options '--graphml-witness witness.graphml' and propertyfile 'None'

inputfile                       status                       cpu time   wall time        host
---------------------------------------------------------------------------------------------
MicroHttpServer.yml             false(valid-deref)               0.58        0.64        None
MojoJson.yml                    false(valid-deref)               0.34        0.37        None
NTSC-CRT.yml                    false(valid-deref)               0.23        0.26        None
NanoNNG.yml                     TIMEOUT                        103.36      181.49        None
NanoNNGFixed.yml                ERROR (137)                     77.55      128.87        None
admesh.yml                      false(valid-deref)               0.47        0.49        None
admeshFixed.yml                 true                             0.55        0.57        None
asterisk.yml                    false(valid-deref)               1.10        1.12        None
bzip3.yml                       ERROR (137)                     51.39       98.45        None
bzip3Fixed.yml                  ERROR (137)                     43.42       69.77        None
cups.yml                        false(valid-deref)               0.44        0.46        None
dlt-daemon.yml                  false(valid-deref)               0.30        0.31        None
editorconfig-core-c.yml         TIMEOUT                        121.34      168.93        None
editorconfig-core-cFixed.yml    false(unreach-call)             85.58      105.12        None
flatcc.yml                      false(valid-deref)               0.74        0.78        None
frr.yml                         ERROR (137)                     19.49       27.79        None
frrFixed.yml                    ERROR (137)                     24.68       43.18        None
gpac_1.yml                      ERROR (137)                      6.00        7.22        None
gpac_10.yml                     false(valid-deref)               0.16        0.18        None
gpac_11.yml                     false(valid-deref)               0.59        0.62        None
gpac_12.yml                     false(valid-deref)               0.62        0.65        None
gpac_13.yml                     false(valid-deref)               0.53        0.55        None
gpac_14.yml                     false(valid-deref)               0.46        0.49        None
gpac_16.yml                     ERROR (137)                     10.49       15.79        None
gpac_16Fixed.yml                ERROR (137)                     14.99       22.28        None
gpac_16Found.yml                ERROR (137)                      8.26       10.92        None
gpac_17.yml                     false(valid-deref)              18.04       27.40        None
gpac_18.yml                     false(valid-deref)               0.73        0.76        None
gpac_19.yml                     ERROR (137)                     11.19       17.76        None
gpac_1Fixed.yml                 ERROR (137)                      5.97        8.31        None
gpac_3.yml                      ERROR (137)                     22.91       33.99        None
gpac_5.yml                      false(valid-deref)               0.95        1.68        None
gpac_5Fixed.yml                 TIMEOUT                        121.49      150.30        None
gpac_6.yml                      false(valid-deref)               1.50        2.97        None
gpac_7.yml                      TIMEOUT                        108.29      181.31        None
gpac_8.yml                      false(valid-deref)               1.97        3.04        None
gpac_9.yml                      false(valid-deref)               2.02        3.09        None
gps-sdr-sim.yml                 ERROR (137)                     11.73       20.99        None
gss-ntlmssp.yml                 false(valid-deref)               3.31        4.53        None
gss-ntlmsspFixed.yml            TIMEOUT                        120.78      148.97        None
hyperkit_1.yml                  false(valid-deref)               0.52        0.69        None
hyperkit_1Fixed.yml             true                             1.87        3.43        None
jhead.yml                       TIMEOUT                        121.04      141.00        None
jhead_1.yml                     ERROR (137)                     11.38       18.31        None
jq.yml                          ERROR (137)                     20.79       32.82        None
json-c.yml                      unknown                         83.19      128.45        None
json-parser.yml                 ERROR (137)                     25.10       38.00        None
json-parserFixed.yml            ERROR (137)                      7.60       10.37        None
krb5.yml                        false(valid-free)                0.95        2.50        None
krb5Fixed.yml                   ERROR (137)                     30.78       43.81        None
libeconf.yml                    unknown                         63.77       85.42        None
liblouis.yml                    false(valid-memtrack)            0.47        0.68        None
libming_1.yml                   ERROR (137)                    110.29      154.67        None
libpe.yml                       false(valid-deref)               0.50        0.69        None
libredwg.yml                    false(valid-deref)               3.11        4.71        None
libredwg_1.yml                  false(valid-deref)               1.52        2.75        None
libredwg_1Fixed.yml             ERROR (137)                     55.21       67.41        None
memcached.yml                   ERROR (137)                      9.46       11.83        None
minizip-ng.yml                  false(unreach-call)              3.50        3.77        None
minizip-ngFixed.yml             ERROR (137)                     29.11       37.34        None
minizip-ng_1.yml                false(valid-deref)               0.17        0.32        None
minizip-ng_1Fixed.yml           TIMEOUT                        122.08      169.41        None
mongoose.yml                    false(valid-deref)               0.13        0.28        None
mongooseFixed.yml               ERROR (137)                     16.29       19.68        None
mongoose_1.yml                  false(valid-deref)               1.86        2.31        None
moonlight-common-c.yml          ERROR (137)                    117.19      172.25        None
nanopb.yml                      false(valid-deref)               0.32        0.52        None
netatalk.yml                    ERROR (137)                     20.92       27.08        None
netatalkFixed.yml               ERROR (137)                     22.05       28.66        None
netconsd.yml                    ERROR (137)                     29.44       37.16        None
openNDS_1.yml                   ERROR (137)                     51.83       61.72        None
openNDS_1Fixed.yml              TIMEOUT                        120.38      173.82        None
openSC.yml                      ERROR (137)                      8.81       10.18        None
openSCFixed.yml                 ERROR (137)                      7.17        9.05        None
openrazer.yml                   ERROR (137)                     75.48      112.54        None
openrazerFixed.yml              ERROR (137)                     63.82       87.77        None
openrazerFound.yml              false(valid-deref)               0.72        0.96        None
pacparser.yml                   false(unreach-call)              2.31        2.50        None
pacparserFixed.yml              ERROR (137)                      7.20        9.66        None
picotcp.yml                     false(valid-free)                0.18        0.37        None
picotcpFixed.yml                TIMEOUT                        121.06      135.47        None
pjproject.yml                   TIMEOUT                        121.07      152.50        None
ppp.yml                         ERROR (137)                     70.98       93.86        None
radare2Fixed.yml                true                             1.02        1.14        None
radare2_1.yml                   false(valid-deref)               0.14        0.16        None
radare2_1Fixed.yml              ERROR (137)                     90.46      135.47        None
radare2_2.yml                   ERROR (137)                     46.19       57.71        None
radare2_2Fixed.yml              ERROR (137)                     53.87       72.49        None
rizin.yml                       ERROR (137)                      7.53        8.90        None
smartdns.yml                    ERROR (137)                     48.51       66.03        None
sniproxy.yml                    ERROR (137)                     15.40       16.96        None
sniproxyFixed.yml               ERROR (137)                     10.66       12.19        None
sofia-sip.yml                   false(valid-deref)               0.12        0.28        None
sofia-sipFixed.yml              ERROR (137)                     13.11       21.42        None
sofia-sip_1.yml                 false(valid-deref)               0.35        0.59        None
sofia-sip_2.yml                 false(valid-deref)               1.63        3.56        None
stb.yml                         TIMEOUT                        121.05      152.30        None
stb_1.yml                       ERROR (137)                     13.76       16.78        None
tinydir.yml                     false(valid-deref)               0.80        1.31        None
tinytiff.yml                    false(valid-deref)               9.34       11.84        None
wasm-micro-runtime.yml          false(valid-deref)               0.15        0.45        None
wasm-micro-runtimeFixed.yml     TIMEOUT                        121.09      141.73        None
zchunk.yml                      false(valid-deref)               1.48        1.74        None
