   BENCHMARK INFORMATION
benchmark definition:    /mnt/a/master/master/sv-comp_tools/symbiotic.xml
name:                    symbiotic
run sets:                valid-memsafety.valid-memsafety, no-overflow.no-overflow
date:                    Sun, 2025-04-06 19:15:14 EEST
tool:                    symbiotic 10.0.0-rc1-f6104f53
tool executable:         /usr/svcomp/tools/symbiotic/bin/symbiotic
options:                 --sv-comp
parallel runs:           16
resource limits:
- memory:                4000.0 MB
- time:                  120 s
- cpu cores:             1
hardware requirements:
- cpu cores:             1
- memory:                4000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    raltvein
os:                      Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.35
cpu:                     AMD Ryzen 9 7900X 12-Core Processor
- cores:                 16
- max frequency:         4691.086 MHz
ram:                     8330.231808 MB
------------------------------------------------------------



valid-memsafety.valid-memsafety
Run set 1 of 2 with options '--sv-comp' and propertyfile 'None'

inputfile                       status                       cpu time   wall time        host
---------------------------------------------------------------------------------------------
MicroHttpServer.yml             false(valid-deref)              14.44       17.09        None
MojoJson.yml                    false(valid-free)                2.10        2.70        None
NTSC-CRT.yml                    true                             0.50        0.97        None
NanoNNG.yml                     TIMEOUT (verification)         120.73      170.50        None
NanoNNGFixed.yml                TIMEOUT (verification)         120.76      176.94        None
admesh.yml                      false(valid-deref)               0.60        0.98        None
admeshFixed.yml                 true                             0.53        0.89        None
asterisk.yml                    ERROR(returned 1, verification-finished)        0.71        1.27        None
bzip3.yml                       false(valid-deref)              71.92       83.15        None
bzip3Fixed.yml                  TIMEOUT (verification)         120.55      167.45        None
cups.yml                        false(valid-deref)               2.55        3.10        None
dlt-daemon.yml                  ERROR(returned 1, verification-finished)        0.84        1.53        None
editorconfig-core-c.yml         TIMEOUT (verification)         120.59      174.03        None
editorconfig-core-cFixed.yml    TIMEOUT (verification)         120.41      168.59        None
flatcc.yml                      false(valid-deref)               0.93        1.28        None
frr.yml                         TIMEOUT (verification)         120.73      163.82        None
frrFixed.yml                    TIMEOUT (verification)         120.55      167.55        None
gpac_1.yml                      false(valid-deref)              26.77       30.75        None
gpac_10.yml                     false(valid-deref)               0.79        0.92        None
gpac_11.yml                     ERROR(returned 1, verification-finished)        0.81        1.47        None
gpac_12.yml                     ERROR(returned 1, verification-finished)        0.65        1.04        None
gpac_13.yml                     ERROR(returned 1, verification-finished)        0.63        1.23        None
gpac_14.yml                     ERROR(returned 1, verification-finished)        0.68        1.24        None
gpac_16.yml                     false(valid-deref)               2.59        2.94        None
gpac_16Fixed.yml                TIMEOUT (verification)         120.46      174.05        None
gpac_17.yml                     false(valid-deref)               8.75        9.97        None
gpac_18.yml                     false(valid-deref)               0.84        1.05        None
gpac_19.yml                     false(valid-deref)              11.94       13.90        None
gpac_1Fixed.yml                 TIMEOUT (verification)         120.14      177.09        None
gpac_3.yml                      TIMEOUT (verification)         120.99      174.94        None
gpac_5.yml                      false(valid-deref)               0.53        0.99        None
gpac_5Fixed.yml                 TIMEOUT (verification)         107.45      181.16        None
gpac_6.yml                      false(valid-deref)              14.09       16.02        None
gpac_7.yml                      ERROR(returned 1, verification-finished)        0.55        1.13        None
gpac_8.yml                      ERROR(returned 1, verification-finished)        2.67        3.50        None
gpac_9.yml                      ERROR(returned 1, verification-finished)        0.74        1.73        None
gps-sdr-sim.yml                 ERROR(returned 1, verification-finished)        0.81        1.73        None
gss-ntlmssp.yml                 false(valid-deref)               7.64        8.83        None
gss-ntlmsspFixed.yml            TIMEOUT (verification)         117.42      181.05        None
hyperkit_1.yml                  false(valid-deref)               0.47        0.66        None
hyperkit_1Fixed.yml             true                             0.54        0.65        None
jhead.yml                       TIMEOUT (verification)         118.81      181.00        None
jhead_1.yml                     TIMEOUT (verification)         102.76      181.06        None
jq.yml                          false(valid-deref)               7.28        8.44        None
json-c.yml                      ERROR(unknown, verification-finished)        0.63        1.02        None
json-parser.yml                 false(valid-deref)               2.31        2.77        None
json-parserFixed.yml            TIMEOUT (verification)         120.76      173.14        None
