   BENCHMARK INFORMATION
benchmark definition:    /mnt/a/master/master/sv-comp_tools/cbmc.xml
name:                    cbmc
run sets:                valid-memsafety.valid-memsafety, no-overflow.no-overflow
date:                    Sun, 2025-04-06 20:25:17 EEST
tool:                    CBMC 5.70.0 (cbmc-5.70.0-121-g4f69955d00)
tool executable:         /usr/svcomp/tools/cbmc/cbmc
options:                 --graphml-witness witness.graphml
parallel runs:           16
resource limits:
- memory:                4000.0 MB
- time:                  120 s
- cpu cores:             1
hardware requirements:
- cpu cores:             1
- memory:                4000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    raltvein
os:                      Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.35
cpu:                     AMD Ryzen 9 7900X 12-Core Processor
- cores:                 16
- max frequency:         4691.086 MHz
ram:                     8330.231808 MB
------------------------------------------------------------



valid-memsafety.valid-memsafety
Run set 1 of 2 with options '--graphml-witness witness.graphml' and propertyfile 'None'

inputfile                       status                       cpu time   wall time        host
---------------------------------------------------------------------------------------------
MicroHttpServer.yml             false(valid-deref)               0.52        0.64        None
MojoJson.yml                    false(valid-deref)               0.29        0.36        None
NTSC-CRT.yml                    false(valid-deref)               0.23        0.29        None
NanoNNG.yml                     TIMEOUT                         88.28      181.01        None
NanoNNGFixed.yml                ERROR (137)                     70.36      151.71        None
admesh.yml                      false(valid-deref)               0.41        0.48        None
admeshFixed.yml                 true                             0.56        0.64        None
asterisk.yml                    false(valid-deref)               1.02        1.15        None
bzip3.yml                       ERROR (137)                     37.16       68.58        None
bzip3Fixed.yml                  ERROR (137)                     35.19       61.27        None
cups.yml                        false(valid-free)                0.34        0.40        None
dlt-daemon.yml                  false(valid-deref)               1.18        1.34        None
editorconfig-core-c.yml         TIMEOUT                        120.48      177.26        None
editorconfig-core-cFixed.yml    false(unreach-call)             74.02      104.30        None
flatcc.yml                      false(valid-deref)               0.65        0.78        None
frr.yml                         ERROR (137)                     16.68       32.02        None
frrFixed.yml                    ERROR (137)                     30.29       72.85        None
gpac_1.yml                      ERROR (137)                      5.67        7.98        None
gpac_10.yml                     false(valid-deref)               0.12        0.16        None
gpac_11.yml                     false(valid-deref)               0.61        0.70        None
gpac_12.yml                     false(valid-deref)               0.70        0.82        None
gpac_13.yml                     false(valid-deref)               0.44        0.51        None
gpac_14.yml                     false(valid-deref)               0.39        0.47        None
gpac_16.yml                     ERROR (137)                      9.34       18.67        None
gpac_16Fixed.yml                ERROR (137)                      7.19        9.66        None
gpac_17.yml                     false(valid-deref)              13.19       19.06        None
gpac_18.yml                     false(valid-deref)               0.63        0.73        None
gpac_19.yml                     ERROR (137)                     10.90       24.89        None
gpac_1Fixed.yml                 ERROR (137)                      6.30       12.35        None
gpac_3.yml                      ERROR (137)                     23.83       35.25        None
gpac_5.yml                      false(valid-deref)               0.09        0.14        None
gpac_5Fixed.yml                 TIMEOUT                        120.97      160.68        None
gpac_6.yml                      false(valid-deref)               1.48        2.74        None
gpac_7.yml                      TIMEOUT                         93.07      181.14        None
gpac_8.yml                      false(valid-deref)               1.35        2.21        None
gpac_9.yml                      false(valid-deref)               1.28        2.51        None
gps-sdr-sim.yml                 ERROR (137)                     14.21       27.03        None
gss-ntlmssp.yml                 false(valid-deref)               1.74        2.48        None
gss-ntlmsspFixed.yml            TIMEOUT                        120.72      177.78        None
hyperkit_1.yml                  false(valid-deref)               0.42        0.50        None
hyperkit_1Fixed.yml             true                             1.21        2.54        None
jhead.yml                       TIMEOUT                        120.77      157.22        None
jhead_1.yml                     ERROR (137)                     13.29       26.88        None
jq.yml                          ERROR (137)                     13.36       18.75        None
json-c.yml                      TIMEOUT                         89.18      181.61        None
json-parser.yml                 ERROR (137)                     20.80       45.97        None
json-parserFixed.yml            ERROR (137)                      9.19       15.46        None
kilo.yml                        false(valid-deref)               0.19        0.46        None
krb5.yml                        false(valid-free)                0.30        0.87        None
krb5Fixed.yml                   ERROR (137)                     27.61       50.80        None
libeconf.yml                    TIMEOUT                        118.22      181.41        None
liblouis.yml                    false(valid-memtrack)            0.61        0.90        None
libming_1.yml                   false(unreach-call)              1.14        2.48        None
libpe.yml                       false(valid-deref)               0.43        0.70        None
libredwg.yml                    false(valid-deref)               4.30        7.51        None
libredwg_1.yml                  false(valid-deref)               0.83        1.23        None
libredwg_1Fixed.yml             ERROR (137)                     69.20      102.82        None
memcached.yml                   ERROR (137)                      9.65       21.15        None
minizip-ng.yml                  false(unreach-call)              3.76        4.29        None
minizip-ngFixed.yml             ERROR (137)                     31.53       53.43        None
minizip-ng_1.yml                false(valid-deref)               0.19        0.31        None
